date,year,month,day,commodity,category,region,market_name,season,season_index,festival_flag,festival_name,festival_multiplier,msp_announced,rainfall_mm,rainfall_index,temperature_c,min_price_quintal,max_price_quintal,modal_price_quintal,price_per_kg,arrival_tonnes,demand_kg
2025-01-02,2025,1,2,Tomato,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,27.5,5.0,0.017,20.8,3474.9,4440.15,3861.0,38.61,2.41,2880.0
2025-01-02,2025,1,2,Mango,fruits,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,66.0,65.6,0.219,19.4,13675.5,17474.25,15195.0,151.95,0.5,415.7
2025-01-02,2025,1,2,Garlic,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,143.0,27.9,0.093,15.1,13252.5,16933.75,14725.0,147.25,0.89,755.1
2025-01-02,2025,1,2,Chilli,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,121.0,39.4,0.131,20.2,14490.0,18515.0,16100.0,161.0,0.86,1042.9
2025-01-02,2025,1,2,Gram (Chana),pulses,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,63.8,47.2,0.157,19.7,7456.5,9527.75,8285.0,82.85,1.62,1814.7
2025-01-02,2025,1,2,Rice,grains,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,35.2,58.1,0.194,20.0,4837.5,6181.25,5375.0,53.75,4.07,5047.9
2025-01-02,2025,1,2,Tomato,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,27.5,34.5,0.115,17.5,3701.7,4729.95,4113.0,41.13,2.78,2957.4
2025-01-02,2025,1,2,Gram (Chana),pulses,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,63.8,45.4,0.151,20.3,7656.3,9783.05,8507.0,85.07,2.33,2058.8
2025-01-02,2025,1,2,Turmeric,spices,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,132.0,40.8,0.136,20.3,16886.7,21577.45,18763.0,187.63,0.95,834.9
2025-01-02,2025,1,2,Onion,vegetables,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,22.0,12.4,0.041,17.3,2447.1,3126.85,2719.0,27.19,3.79,3867.8
2025-01-02,2025,1,2,Mustard,oilseeds,Gujarat,Surat APMC,Rabi,2,0,,1.0,59.4,14.3,0.048,19.1,5944.5,7595.75,6605.0,66.05,1.37,1242.2
2025-01-02,2025,1,2,Rice,grains,Gujarat,Surat APMC,Rabi,2,0,,1.0,35.2,19.8,0.066,23.2,3879.0,4956.5,4310.0,43.1,4.57,5020.7
2025-01-02,2025,1,2,Soybean,oilseeds,Gujarat,Surat APMC,Rabi,2,0,,1.0,50.6,41.0,0.137,21.6,5459.4,6975.9,6066.0,60.66,2.01,1559.6
2025-01-05,2025,1,5,Tomato,vegetables,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,27.5,23.3,0.078,19.6,2685.6,3431.6,2984.0,29.84,3.61,3749.3
2025-01-05,2025,1,5,Wheat,grains,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,26.4,0.0,0.0,20.3,3171.6,4052.6,3524.0,35.24,5.99,4890.1
2025-01-05,2025,1,5,Potato,vegetables,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,19.8,0.0,0.0,16.1,2189.7,2797.95,2433.0,24.33,3.26,3709.9
2025-01-05,2025,1,5,Turmeric,spices,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,132.0,52.2,0.174,20.0,18518.4,23662.4,20576.0,205.76,0.8,884.1
2025-01-05,2025,1,5,Garlic,spices,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,143.0,46.7,0.156,19.1,15741.0,20113.5,17490.0,174.9,0.83,869.8
2025-01-05,2025,1,5,Onion,vegetables,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,22.0,29.7,0.099,16.8,3036.6,3880.1,3374.0,33.74,4.48,3752.3
2025-01-05,2025,1,5,Mustard,oilseeds,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,59.4,1.7,0.006,20.0,5437.8,6948.3,6042.0,60.42,1.53,1559.6
2025-01-05,2025,1,5,Rice,grains,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,35.2,24.1,0.08,21.0,3943.8,5039.3,4382.0,43.82,3.83,4554.1
2025-01-05,2025,1,5,Mango,fruits,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,66.0,54.4,0.181,20.1,11966.4,15290.4,13296.0,132.96,0.49,402.1
2025-01-05,2025,1,5,Wheat,grains,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,26.4,12.2,0.041,20.3,2782.8,3555.8,3092.0,30.92,7.56,6452.3
2025-01-05,2025,1,5,Mango,fruits,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,66.0,24.2,0.081,19.9,14163.3,18097.55,15737.0,157.37,0.48,487.6
2025-01-05,2025,1,5,Gram (Chana),pulses,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,63.8,0.0,0.0,16.6,6421.5,8205.25,7135.0,71.35,2.32,2232.1
2025-01-05,2025,1,5,Tomato,vegetables,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,27.5,38.2,0.127,18.9,3527.1,4506.85,3919.0,39.19,2.13,2397.2
2025-01-05,2025,1,5,Rice,grains,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,35.2,0.0,0.0,21.4,3561.3,4550.55,3957.0,39.57,4.09,4697.0
2025-01-05,2025,1,5,Chilli,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,121.0,12.0,0.04,24.7,10629.0,13581.5,11810.0,118.1,0.94,992.0
2025-01-05,2025,1,5,Chilli,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,121.0,9.8,0.033,22.2,11205.9,14318.65,12451.0,124.51,1.53,1183.4
2025-01-05,2025,1,5,Soybean,oilseeds,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,50.6,0.0,0.0,19.5,5283.9,6751.65,5871.0,58.71,1.99,1739.5
2025-01-05,2025,1,5,Wheat,grains,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,26.4,41.3,0.138,21.2,2973.6,3799.6,3304.0,33.04,6.43,5671.2
2025-01-08,2025,1,8,Soybean,oilseeds,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,50.6,72.6,0.242,19.7,4768.2,6092.7,5298.0,52.98,2.41,1867.4
2025-01-08,2025,1,8,Gram (Chana),pulses,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,63.8,45.8,0.153,22.8,7410.6,9469.1,8234.0,82.34,2.14,2389.3
2025-01-08,2025,1,8,Garlic,spices,Delhi,Azadpur Mandi,Rabi,2,0,,1.0,143.0,0.0,0.0,19.9,16348.5,20889.75,18165.0,181.65,1.06,951.2
2025-01-08,2025,1,8,Potato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,19.8,27.2,0.091,22.7,2003.4,2559.9,2226.0,22.26,4.08,3870.6
2025-01-08,2025,1,8,Garlic,spices,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,143.0,34.7,0.116,21.3,18227.7,23290.95,20253.0,202.53,0.81,807.0
2025-01-08,2025,1,8,Chilli,spices,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,121.0,27.2,0.091,19.5,15653.7,20001.95,17393.0,173.93,0.99,1156.6
2025-01-08,2025,1,8,Banana,fruits,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,30.8,0.0,0.0,19.0,3367.8,4303.3,3742.0,37.42,3.44,2756.4
2025-01-08,2025,1,8,Soybean,oilseeds,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,50.6,39.6,0.132,21.4,5325.3,6804.55,5917.0,59.17,1.8,1503.6
2025-01-08,2025,1,8,Turmeric,spices,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,132.0,0.0,0.0,18.7,14112.0,18032.0,15680.0,156.8,0.77,899.6
2025-01-08,2025,1,8,Potato,vegetables,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,19.8,48.1,0.16,19.0,2028.6,2592.1,2254.0,22.54,3.15,3311.3
2025-01-08,2025,1,8,Gram (Chana),pulses,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,63.8,0.0,0.0,21.4,6273.9,8016.65,6971.0,69.71,1.69,2054.3
2025-01-08,2025,1,8,Turmeric,spices,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,132.0,42.5,0.142,20.4,16771.5,21430.25,18635.0,186.35,0.75,889.7
2025-01-08,2025,1,8,Tomato,vegetables,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,27.5,50.4,0.168,19.5,3480.3,4447.05,3867.0,38.67,2.55,3118.3
2025-01-08,2025,1,8,Wheat,grains,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,26.4,23.1,0.077,20.9,2912.4,3721.4,3236.0,32.36,5.73,5211.9
2025-01-08,2025,1,8,Chilli,spices,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,121.0,0.0,0.0,19.2,11485.8,14676.3,12762.0,127.62,1.05,1233.5
2025-01-08,2025,1,8,Chilli,spices,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,121.0,104.7,0.349,23.1,13731.3,17545.55,15257.0,152.57,0.95,1154.8
2025-01-08,2025,1,8,Apple,fruits,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,93.5,3.7,0.012,21.9,11343.6,14494.6,12604.0,126.04,1.44,1410.7
2025-01-08,2025,1,8,Mustard,oilseeds,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,59.4,3.0,0.01,17.6,6127.2,7829.2,6808.0,68.08,1.7,1428.0
2025-01-11,2025,1,11,Tomato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,27.5,72.6,0.242,18.3,2924.1,3736.35,3249.0,32.49,2.74,3335.4
2025-01-11,2025,1,11,Garlic,spices,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,143.0,89.8,0.299,17.4,17433.9,22276.65,19371.0,193.71,0.79,822.4
2025-01-11,2025,1,11,Rice,grains,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,35.2,25.8,0.086,22.5,4153.5,5307.25,4615.0,46.15,4.09,4543.2
2025-01-11,2025,1,11,Garlic,spices,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,143.0,66.2,0.221,16.6,14610.6,18669.1,16234.0,162.34,0.77,700.2
2025-01-11,2025,1,11,Rice,grains,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,35.2,27.3,0.091,21.1,4583.7,5856.95,5093.0,50.93,4.14,4852.7
2025-01-11,2025,1,11,Onion,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,22.0,75.1,0.25,21.7,2804.4,3583.4,3116.0,31.16,3.65,2975.4
2025-01-11,2025,1,11,Chilli,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,121.0,35.5,0.118,20.1,13784.4,17613.4,15316.0,153.16,1.16,1070.3
2025-01-11,2025,1,11,Banana,fruits,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,30.8,50.5,0.168,20.9,4006.8,5119.8,4452.0,44.52,2.29,2661.6
2025-01-11,2025,1,11,Wheat,grains,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,26.4,35.4,0.118,20.9,3077.1,3931.85,3419.0,34.19,5.28,5944.7
2025-01-11,2025,1,11,Mustard,oilseeds,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,59.4,47.0,0.157,21.9,5998.5,7664.75,6665.0,66.65,1.79,1444.7
2025-01-11,2025,1,11,Apple,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,93.5,17.0,0.057,20.7,12762.0,16307.0,14180.0,141.8,1.56,1610.0
2025-01-11,2025,1,11,Mango,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,66.0,66.0,0.22,23.0,13188.6,16852.1,14654.0,146.54,0.48,447.5
2025-01-11,2025,1,11,Potato,vegetables,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,19.8,49.3,0.164,21.0,2381.4,3042.9,2646.0,26.46,4.19,3641.1
2025-01-11,2025,1,11,Mango,fruits,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,66.0,71.8,0.239,22.8,11188.8,14296.8,12432.0,124.32,0.41,436.5
2025-01-11,2025,1,11,Onion,vegetables,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,22.0,78.8,0.263,19.0,2361.6,3017.6,2624.0,26.24,2.81,2782.3
2025-01-11,2025,1,11,Chilli,spices,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,121.0,68.1,0.227,20.1,15392.7,19668.45,17103.0,171.03,1.48,1237.8
2025-01-11,2025,1,11,Mango,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,66.0,42.8,0.143,21.1,15003.9,19171.65,16671.0,166.71,0.6,505.7
2025-01-11,2025,1,11,Banana,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,30.8,21.6,0.072,23.0,4318.2,5517.7,4798.0,47.98,3.17,3479.3
2025-01-14,2025,1,14,Apple,fruits,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,93.5,8.0,0.027,17.6,13139.1,16788.85,14599.0,145.99,3.17,2474.7
2025-01-14,2025,1,14,Gram (Chana),pulses,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,63.8,41.1,0.137,18.1,7899.3,10093.55,8777.0,87.77,2.75,2799.6
2025-01-14,2025,1,14,Onion,vegetables,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,22.0,0.0,0.0,20.3,3089.7,3947.95,3433.0,34.33,5.32,5016.3
2025-01-14,2025,1,14,Banana,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,1,Pongal_Sankranti,1.45,30.8,34.9,0.116,21.2,4086.0,5221.0,4540.0,45.4,3.15,3463.5
2025-01-14,2025,1,14,Mango,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,1,Pongal_Sankranti,1.45,66.0,26.5,0.088,19.8,12592.8,16090.8,13992.0,139.92,0.72,717.4
2025-01-14,2025,1,14,Onion,vegetables,Maharashtra,Lasalgaon Mandi,Rabi,2,1,Pongal_Sankranti,1.45,22.0,0.0,0.0,22.6,3139.2,4011.2,3488.0,34.88,6.15,5149.4
2025-01-14,2025,1,14,Potato,vegetables,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,19.8,38.5,0.128,21.0,2076.3,2653.05,2307.0,23.07,6.63,5688.8
2025-01-14,2025,1,14,Apple,fruits,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,93.5,18.4,0.061,18.5,11277.0,14409.5,12530.0,125.3,2.47,2415.6
2025-01-14,2025,1,14,Mustard,oilseeds,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,59.4,34.2,0.114,19.8,6319.8,8075.3,7022.0,70.22,2.99,2502.3
2025-01-14,2025,1,14,Garlic,spices,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Pongal_Sankranti,1.45,143.0,16.7,0.056,19.7,13529.7,17287.95,15033.0,150.33,0.97,1160.8
2025-01-14,2025,1,14,Potato,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Pongal_Sankranti,1.45,19.8,0.4,0.001,21.0,2081.7,2659.95,2313.0,23.13,3.94,4318.0
2025-01-14,2025,1,14,Tomato,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Pongal_Sankranti,1.45,27.5,3.5,0.012,20.3,4032.0,5152.0,4480.0,44.8,4.29,4056.1
2025-01-14,2025,1,14,Rice,grains,Karnataka,Kolar APMC Market,Rabi,2,1,Pongal_Sankranti,1.45,35.2,0.0,0.0,19.6,4329.9,5532.65,4811.0,48.11,7.48,6929.2
2025-01-14,2025,1,14,Mango,fruits,Karnataka,Kolar APMC Market,Rabi,2,1,Pongal_Sankranti,1.45,66.0,0.0,0.0,20.4,14997.6,19163.6,16664.0,166.64,0.52,636.6
2025-01-14,2025,1,14,Potato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,1,Pongal_Sankranti,1.45,19.8,25.1,0.084,18.6,1972.8,2520.8,2192.0,21.92,6.84,5581.1
2025-01-14,2025,1,14,Banana,fruits,Gujarat,Surat APMC,Rabi,2,1,Pongal_Sankranti,1.45,30.8,23.0,0.077,19.5,4140.0,5290.0,4600.0,46.0,3.45,3690.5
2025-01-14,2025,1,14,Mustard,oilseeds,Gujarat,Surat APMC,Rabi,2,1,Pongal_Sankranti,1.45,59.4,50.2,0.167,21.9,7110.9,9086.15,7901.0,79.01,2.3,1968.3
2025-01-14,2025,1,14,Garlic,spices,Gujarat,Surat APMC,Rabi,2,1,Pongal_Sankranti,1.45,143.0,28.3,0.094,17.0,17982.0,22977.0,19980.0,199.8,1.34,1054.9
2025-01-17,2025,1,17,Garlic,spices,Tamil Nadu,Koyambedu Market,Rabi,2,1,Pongal_Sankranti,1.45,143.0,11.4,0.038,21.4,19379.7,24762.95,21533.0,215.33,1.24,1131.6
2025-01-17,2025,1,17,Tomato,vegetables,Tamil Nadu,Koyambedu Market,Rabi,2,1,Pongal_Sankranti,1.45,27.5,30.1,0.1,21.1,3429.9,4382.65,3811.0,38.11,5.7,4579.2
2025-01-17,2025,1,17,Apple,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,1,Pongal_Sankranti,1.45,93.5,35.5,0.118,22.7,12566.7,16057.45,13963.0,139.63,2.75,2598.2
2025-01-17,2025,1,17,Wheat,grains,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,26.4,65.2,0.217,20.2,3358.8,4291.8,3732.0,37.32,8.3,6798.0
2025-01-17,2025,1,17,Rice,grains,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,35.2,44.2,0.147,22.6,4512.6,5766.1,5014.0,50.14,8.53,8148.8
2025-01-17,2025,1,17,Mustard,oilseeds,Punjab,Khanna Grain Market,Rabi,2,1,Pongal_Sankranti,1.45,59.4,39.7,0.132,19.6,7141.5,9125.25,7935.0,79.35,2.61,2191.3
2025-01-17,2025,1,17,Turmeric,spices,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Pongal_Sankranti,1.45,132.0,19.3,0.064,21.8,16488.9,21069.15,18321.0,183.21,1.03,965.9
2025-01-17,2025,1,17,Onion,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Pongal_Sankranti,1.45,22.0,18.1,0.06,17.3,2620.8,3348.8,2912.0,29.12,4.73,4806.3
2025-01-17,2025,1,17,Soybean,oilseeds,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Pongal_Sankranti,1.45,50.6,82.5,0.275,22.8,5426.1,6933.35,6029.0,60.29,2.41,2500.6
2025-01-17,2025,1,17,Wheat,grains,Delhi,Azadpur Mandi,Rabi,2,1,Pongal_Sankranti,1.45,26.4,28.7,0.096,19.4,3118.5,3984.75,3465.0,34.65,5.39,6590.3
2025-01-17,2025,1,17,Gram (Chana),pulses,Delhi,Azadpur Mandi,Rabi,2,1,Pongal_Sankranti,1.45,63.8,31.4,0.105,21.5,8696.7,11112.45,9663.0,96.63,3.94,3432.7
2025-01-17,2025,1,17,Rice,grains,Delhi,Azadpur Mandi,Rabi,2,1,Pongal_Sankranti,1.45,35.2,49.3,0.164,18.4,4741.2,6058.2,5268.0,52.68,11.09,8948.3
2025-01-17,2025,1,17,Mustard,oilseeds,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,59.4,12.3,0.041,24.3,6187.5,7906.25,6875.0,68.75,3.02,2337.5
2025-01-17,2025,1,17,Potato,vegetables,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,19.8,88.1,0.294,20.9,2234.7,2855.45,2483.0,24.83,5.61,5448.6
2025-01-17,2025,1,17,Rice,grains,Punjab,Ludhiana Mandi,Rabi,2,1,Pongal_Sankranti,1.45,35.2,0.0,0.0,23.7,4672.8,5970.8,5192.0,51.92,6.43,7067.9
2025-01-17,2025,1,17,Soybean,oilseeds,Maharashtra,Vashi APMC,Rabi,2,1,Pongal_Sankranti,1.45,50.6,44.2,0.147,19.6,6010.2,7679.7,6678.0,66.78,2.72,2630.3
2025-01-17,2025,1,17,Onion,vegetables,Maharashtra,Vashi APMC,Rabi,2,1,Pongal_Sankranti,1.45,22.0,43.2,0.144,22.4,3303.0,4220.5,3670.0,36.7,4.9,5489.4
2025-01-17,2025,1,17,Turmeric,spices,Maharashtra,Vashi APMC,Rabi,2,1,Pongal_Sankranti,1.45,132.0,0.0,0.0,22.7,12048.3,15395.05,13387.0,133.87,1.43,1476.4
2025-01-20,2025,1,20,Mango,fruits,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,66.0,0.0,0.0,20.3,16610.4,21224.4,18456.0,184.56,0.5,457.5
2025-01-20,2025,1,20,Tomato,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,27.5,0.0,0.0,19.1,4207.5,5376.25,4675.0,46.75,3.13,2831.1
2025-01-20,2025,1,20,Onion,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,22.0,21.6,0.072,19.3,3078.9,3934.15,3421.0,34.21,3.74,2914.6
2025-01-20,2025,1,20,Chilli,spices,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,121.0,23.8,0.079,21.8,12838.5,16404.75,14265.0,142.65,1.54,1187.6
2025-01-20,2025,1,20,Gram (Chana),pulses,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,63.8,0.0,0.0,23.2,7087.5,9056.25,7875.0,78.75,1.73,2088.2
2025-01-20,2025,1,20,Mustard,oilseeds,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,59.4,26.7,0.089,21.7,5902.2,7541.7,6558.0,65.58,1.66,1643.0
2025-01-20,2025,1,20,Garlic,spices,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,143.0,33.8,0.113,22.1,15359.4,19625.9,17066.0,170.66,0.91,774.5
2025-01-20,2025,1,20,Mango,fruits,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,66.0,0.0,0.0,23.1,18774.9,23990.15,20861.0,208.61,0.37,458.3
2025-01-20,2025,1,20,Wheat,grains,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,26.4,0.0,0.0,22.4,2754.9,3520.15,3061.0,30.61,6.46,5445.6
2025-01-20,2025,1,20,Wheat,grains,Gujarat,Surat APMC,Rabi,2,0,,1.0,26.4,2.8,0.009,20.7,2907.9,3715.65,3231.0,32.31,4.35,4445.9
2025-01-20,2025,1,20,Onion,vegetables,Gujarat,Surat APMC,Rabi,2,0,,1.0,22.0,19.9,0.066,25.6,2846.7,3637.45,3163.0,31.63,4.74,3834.1
2025-01-20,2025,1,20,Gram (Chana),pulses,Gujarat,Surat APMC,Rabi,2,0,,1.0,63.8,30.8,0.103,19.0,5980.5,7641.75,6645.0,66.45,2.13,2010.9
2025-01-20,2025,1,20,Mustard,oilseeds,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,59.4,1.4,0.005,18.3,7203.6,9204.6,8004.0,80.04,1.2,1120.3
2025-01-20,2025,1,20,Chilli,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,121.0,0.7,0.002,20.1,13233.6,16909.6,14704.0,147.04,1.21,1036.2
2025-01-20,2025,1,20,Onion,vegetables,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,22.0,16.0,0.053,21.0,2950.2,3769.7,3278.0,32.78,4.36,3360.0
2025-01-20,2025,1,20,Onion,vegetables,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,22.0,16.7,0.056,21.2,2356.2,3010.7,2618.0,26.18,4.1,3795.1
2025-01-20,2025,1,20,Chilli,spices,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,121.0,7.7,0.026,19.7,12095.1,15454.85,13439.0,134.39,1.54,1395.2
2025-01-20,2025,1,20,Mango,fruits,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,66.0,44.7,0.149,18.8,13387.5,17106.25,14875.0,148.75,0.55,513.2
2025-01-23,2025,1,23,Garlic,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,143.0,41.9,0.14,25.4,19702.8,25175.8,21892.0,218.92,1.07,915.3
2025-01-23,2025,1,23,Apple,fruits,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,93.5,6.6,0.022,21.1,11313.9,14456.65,12571.0,125.71,1.46,1739.8
2025-01-23,2025,1,23,Onion,vegetables,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,22.0,0.0,0.0,25.1,2775.6,3546.6,3084.0,30.84,2.81,3463.5
2025-01-23,2025,1,23,Turmeric,spices,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,132.0,13.7,0.046,21.0,16507.8,21093.3,18342.0,183.42,1.07,846.6
2025-01-23,2025,1,23,Chilli,spices,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,121.0,28.1,0.094,20.6,12146.4,15520.4,13496.0,134.96,1.54,1197.2
2025-01-23,2025,1,23,Rice,grains,Karnataka,Yeshwanthpur APMC,Rabi,2,0,,1.0,35.2,20.0,0.067,20.3,4371.3,5585.55,4857.0,48.57,5.38,4619.6
2025-01-23,2025,1,23,Gram (Chana),pulses,Gujarat,Surat APMC,Rabi,2,0,,1.0,63.8,12.0,0.04,17.6,8088.3,10335.05,8987.0,89.87,2.57,2160.5
2025-01-23,2025,1,23,Wheat,grains,Gujarat,Surat APMC,Rabi,2,0,,1.0,26.4,0.0,0.0,24.5,3116.7,3982.45,3463.0,34.63,4.16,5162.7
2025-01-23,2025,1,23,Soybean,oilseeds,Gujarat,Surat APMC,Rabi,2,0,,1.0,50.6,30.7,0.102,21.8,4709.7,6017.95,5233.0,52.33,1.78,1598.5
2025-01-23,2025,1,23,Mustard,oilseeds,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,59.4,22.0,0.073,17.1,6638.4,8482.4,7376.0,73.76,2.01,1573.5
2025-01-23,2025,1,23,Chilli,spices,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,121.0,27.3,0.091,23.2,17924.4,22903.4,19916.0,199.16,1.13,960.9
2025-01-23,2025,1,23,Onion,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,22.0,2.5,0.008,22.6,2664.9,3405.15,2961.0,29.61,4.09,3597.2
2025-01-23,2025,1,23,Garlic,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,143.0,25.8,0.086,20.3,19595.7,25038.95,21773.0,217.73,0.57,653.2
2025-01-23,2025,1,23,Turmeric,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,132.0,0.0,0.0,17.2,14649.3,18718.55,16277.0,162.77,0.84,877.9
2025-01-23,2025,1,23,Soybean,oilseeds,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,50.6,30.3,0.101,23.6,4490.1,5737.35,4989.0,49.89,1.87,1468.1
2025-01-23,2025,1,23,Mango,fruits,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,66.0,0.0,0.0,26.2,15789.6,20175.6,17544.0,175.44,0.43,493.8
